Pergunta,BLEU RAG Gemma Distiluse,ROUGE RAG Gemma Distiluse,METEOR RAG Gemma Distiluse,BLEU RAG Mistral Distiluse,ROUGE RAG Mistral Distiluse,METEOR RAG Mistral Distiluse,BLEU RAG Llama Distiluse,ROUGE RAG Llama Distiluse,METEOR RAG Llama Distiluse,BLEU RAG Gemma MiniLM,ROUGE RAG Gemma MiniLM,METEOR RAG Gemma MiniLM,BLEU RAG Mistral MiniLM,ROUGE RAG Mistral MiniLM,METEOR RAG Mistral MiniLM,BLEU FT Llama,ROUGE FT Llama,METEOR FT Llama,BLEU FT Gemma,ROUGE FT Gemma,METEOR FT Gemma,BLEU FT Mistral,ROUGE FT Mistral,METEOR FT Mistral,Answer relevancy RAG Gemma Distiluse,Faithfulness RAG Gemma Distiluse,Contextual precision RAG Gemma Distiluse,Contextual recall RAG Gemma Distiluse,Contextual relevancy RAG Gemma Distiluse,Answer relevancy RAG Llama Distiluse,Faithfulness RAG Llama Distiluse,Contextual precision RAG Llama Distiluse,Contextual recall RAG Llama Distiluse,Contextual relevancy RAG Llama Distiluse,Answer relevancy RAG Mistral Distiluse,Faithfulness RAG Mistral Distiluse,Contextual precision RAG Mistral Distiluse,Contextual recall RAG Mistral Distiluse,Contextual relevancy RAG Mistral Distiluse,BLEU RAG Llama MiniLM,ROUGE RAG Llama MiniLM,METEOR RAG Llama MiniLM,Answer relevancy RAG Mistral MiniLM,Faithfulness RAG Mistral MiniLM,Contextual precision RAG Mistral MiniLM,Contextual recall RAG Mistral MiniLM,Contextual relevancy RAG Mistral MiniLM,Answer relevancy RAG Llama MiniLM,Faithfulness RAG Llama MiniLM,Contextual precision RAG Llama MiniLM,Contextual recall RAG Llama MiniLM,Contextual relevancy RAG Llama MiniLM,Answer relevancy RAG Gemma MiniLM,Faithfulness RAG Gemma MiniLM,Contextual precision RAG Gemma MiniLM,Contextual recall RAG Gemma MiniLM,Contextual relevancy RAG Gemma MiniLM
Qual é a duração do mandato dos representantes eleitos e dirigentes?,0.6549849942381907,0.8181818181818181,0.91733911437633,0.6733187455351302,0.8292682926829269,0.8817477608327282,0.5474515753282311,0.7499999999999999,0.9429245283018868,0.6549849942381907,0.8181818181818181,0.91733911437633,0.7303869312694912,0.878048780487805,0.9751219512195122,0.8492326635760689,0.8888888888888888,0.8993827160493828,1.0,1.0,0.9999375,1.0,1.0,0.9999375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.3479796975746153,0.56,0.7453051643192489,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Quem pode votar e ser eleito para Chefia de Departamento e Direção de Unidade Acadêmica?,0.2315288896485484,0.4390243902439024,0.8066666666666666,0.280892413206789,0.5142857142857142,0.8417391304347825,0.1332358437599213,0.2950819672131147,0.6648936170212765,0.2315288896485484,0.4390243902439024,0.8066666666666666,0.2513073726775429,0.4324324324324324,0.7650100242692836,1.0,1.0,0.9995,1.0,1.0,0.9995,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0991642654300127,0.2307692307692307,0.5933544303797469,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Os representantes em órgãos colegiados têm suplentes?,0.4007781700028195,0.6666666666666666,0.8635387518708921,0.0,0.0952380952380952,0.2165725047080978,0.1147071447868197,0.2368421052631579,0.4643955410340187,0.2981792160679168,0.6451612903225806,0.8245821164481452,0.0,0.0952380952380952,0.2165725047080978,1.0,1.0,0.999710648148148,0.4952330116157305,0.7096774193548387,0.896586993970715,1.0,1.0,0.999710648148148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0952380952380952,0.2165725047080978,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Quando deve ser iniciado o processo sucessório para dirigentes?,0.5102002548573253,0.7441860465116279,0.900975459039548,0.6334323002440795,0.8205128205128205,0.9218072615606936,0.2426897271718581,0.4776119402985074,0.7898009950248758,0.5102002548573253,0.7441860465116279,0.900975459039548,0.6334323002440795,0.8205128205128205,0.9218072615606936,0.3392375549949802,0.5789473684210527,0.6130684838818811,0.2741229265391949,0.5454545454545455,0.6654111738857501,1.0,1.0,0.999898229187869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2279735064665251,0.4571428571428572,0.7781862745098039,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
O que acontece se um dirigente não promover o processo sucessório?,0.0,0.1052631578947368,0.1063829787234042,0.148104964433939,0.2988505747126437,0.4173319557934942,0.0234278951070647,0.1358024691358024,0.3254877014418999,0.0,0.0888888888888888,0.1020408163265306,0.1670681248501247,0.325,0.5006701755533034,0.0,0.1764705882352941,0.1102941176470588,0.7825422900366437,0.962962962962963,0.9905596458737974,1.0,1.0,0.9997724169321802,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5,0.0347426258823821,0.0905923344947735,0.3057434579373261,1.0,1.0,1.0,1.0,0.5,1.0,0.4285714285714285,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
O que ocorre em caso de empate em uma eleição universitária?,0.6302027018418501,0.7547169811320755,0.9543176274031486,0.5391614370645633,0.7599999999999999,0.9573996883675682,0.1584007728708707,0.35,0.6384189363477732,0.3800528767347385,0.6666666666666667,0.9115817025477756,0.2845920232218054,0.4749999999999999,0.7855415323029024,0.7947545184555568,0.8780487804878048,0.9029556988740662,0.0,0.1951219512195122,0.1973684210526316,1.0,1.0,0.999958905235473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,1.0,0.75,0.0571445583150785,0.2142857142857142,0.4265100671140939,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Mandatos de chefia e direção podem ser acumulados?,0.3749405143204496,0.631578947368421,0.891621312907344,1.0,1.0,0.9996243425995492,0.1986589078880532,0.4067796610169491,0.720505851683399,0.3749405143204496,0.631578947368421,0.891621312907344,0.2451341488520204,0.4137931034482758,0.7271538141387717,1.0,1.0,0.9996243425995492,0.234400582760546,0.5116279069767442,0.6861538461538461,1.0,1.0,0.9996243425995492,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.2285714285714285,0.16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Quais são as causas para perda de mandato eletivo?,0.0807980721248605,0.4269662921348314,0.4450836079826921,0.0315265536707377,0.2153846153846153,0.3938409011997994,0.0221946070393804,0.1433691756272401,0.2873543345205575,0.0584741047950919,0.3486238532110092,0.5083426750294147,0.0405522289731798,0.2709677419354838,0.4116518610500844,1.0,1.0,0.999958905235473,0.3479159475128446,0.4897959183673469,0.6704621010638298,1.0,1.0,0.999958905235473,1.0,1.0,1.0,1.0,1.0,0.5384615384615384,1.0,1.0,0.0,0.1666666666666666,1.0,0.8333333333333334,1.0,0.5,0.1666666666666666,0.0322291222167794,0.2040816326530612,0.3540086904660476,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.1666666666666666,0.875,0.8571428571428571,1.0,1.0,1.0
O que ocorre quando um colegiado propõe a destituição de um detentor de mandato?,0.0769829208171602,0.1868131868131868,0.4783163265306122,0.1077947623563719,0.3896103896103896,0.6253328491890585,0.0,0.0337078651685393,0.0529100529100529,0.1156423806102455,0.2564102564102564,0.4429181858294048,0.1620446146876217,0.4383561643835617,0.6378395061728396,1.0,1.0,0.9999530428249436,0.0,0.0937499999999999,0.1068376068376068,1.0,1.0,0.9999530428249436,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.1428571428571428,1.0,1.0,0.25,1.0,0.75,1.0,1.0,0.5,0.0,0.0301507537688442,0.05,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8571428571428571,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0
O que é a concessão de créditos em línguas estrangeiras?,1.0,1.0,0.9999937112455508,0.6471415060559157,0.8247422680412372,0.8525780368318456,0.4455581987958433,0.7155963302752293,0.7491183246350177,1.0,1.0,0.9999937112455508,0.4181780701557086,0.6724137931034482,0.7366346390736634,0.2825303999457541,0.4571428571428571,0.4631981776765376,0.512027391262037,0.6363636363636364,0.5210790094339622,1.0,1.0,0.9999937112455508,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.9999937112455508,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
Como deve ser feita a solicitação de concessão de créditos em línguas estrangeiras?,0.6446003353713389,0.7727272727272727,0.9571482035928144,0.1706023483571619,0.2905982905982906,0.5304621848739496,0.0539586923020416,0.1227436823104693,0.2653522443890275,0.5506716057974674,0.6938775510204082,0.9347587719298244,0.0838295421525693,0.1658536585365853,0.4555053710937501,0.3304338359186556,0.6122448979591837,0.836489898989899,1.0,1.0,0.9998779296875,1.0,1.0,0.9998779296875,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.0205047066354,0.0833333333333333,0.2346148636445729,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Quais documentos são obrigatórios para solicitar a concessão de créditos?,0.2951516238086372,0.6938775510204083,0.6443968119792296,0.07909610667856,0.379746835443038,0.6124441964285714,0.0751119399902841,0.2011173184357541,0.3351621517711483,0.0997172325193034,0.3255813953488372,0.276304347826087,0.2028101889905244,0.4444444444444444,0.6903578192640693,0.1754386006461776,0.3461538461538461,0.3833333333333333,0.3564294481550449,0.588235294117647,0.6194033735943356,0.6247237517396118,0.8181818181818182,0.8545090830449826,1.0,1.0,1.0,1.0,0.0,1.0,0.7777777777777778,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,0.1157359471608998,0.2769230769230769,0.5344447939603649,0.8,0.25,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0,0.8,0.5,1.0,1.0,1.0,1.0
É possível solicitar a concessão de créditos por estudos realizados fora do Brasil?,0.805867642107211,0.9333333333333332,0.8524397413286301,0.1752978289585495,0.4074074074074074,0.4578063594140764,0.0716919087627107,0.25,0.3089685805735189,0.805867642107211,0.9333333333333332,0.8524397413286301,0.3353883156001707,0.4615384615384615,0.5784084467120181,0.0,0.2352941176470588,0.329335150209152,0.1155471624310342,0.25,0.3533635676492819,1.0,1.0,0.9999847412109376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,0.6666666666666666,0.1688025212790971,0.3092783505154639,0.6821383168065092,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Quem é responsável pela análise dos processos de concessão de créditos em línguas estrangeiras?,0.5133145053524144,0.6071428571428571,0.613006281134936,0.5329273091772081,0.5573770491803278,0.6652920962199312,0.4753442667893998,0.6904761904761904,0.9155957498704228,0.5133145053524144,0.6071428571428571,0.613006281134936,0.5133145053524144,0.6071428571428571,0.613006281134936,0.6600298517025377,0.7169811320754716,0.6987235915492958,0.8787142254774354,0.9310344827586208,0.9308452769500024,1.0,1.0,0.9999794989544468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.25,0.5330730047618297,0.6388888888888888,0.879499472581003,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
Os quadros de equivalência para a concessão de créditos em línguas estrangeiras estão disponíveis para consulta?,1.0,1.0,0.9999375,1.0,1.0,0.9999375,1.0,1.0,0.9999375,1.0,1.0,0.9999375,0.7245511487202049,0.8372093023255814,0.8904779366825571,0.0,0.125,0.1271420674405749,1.0,1.0,0.9999375,0.1419855531301717,0.3846153846153846,0.4530502392344497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.9999375,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0
O que acontece se surgirem casos omissos em relação à concessão de créditos em línguas estrangeiras?,0.4083574040084074,0.6296296296296297,0.901770595597438,0.1741877272443019,0.3333333333333333,0.6610344672628411,0.0373286472657826,0.1030927835051546,0.2904379455131335,0.4083574040084074,0.6296296296296297,0.901770595597438,0.215345976456531,0.3908045977011494,0.7219612075807117,0.5398995684986874,0.8108108108108107,0.7008893041281705,1.0,1.0,0.999898229187869,1.0,1.0,0.999898229187869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,0.0586775280734633,0.1308411214953271,0.3988211495535715,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
Quando esta resolução entrou em vigor?,0.5241705759002533,0.8,0.8638835911563184,1.0,1.0,0.9996243425995492,0.2451341488520204,0.489795918367347,0.7889886437957072,0.5241705759002533,0.8,0.8638835911563184,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5833333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6102169202557912,0.888888888888889,0.9479196352237104,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esta resolução revoga alguma norma anterior?,1.0,1.0,0.9998779296875,0.2146152503562546,0.4,0.3340595497458243,0.067543128286757,0.3255813953488372,0.4656231424608679,1.0,1.0,0.9998779296875,0.0,0.3999999999999999,0.4282583841463414,0.7416367431893484,0.8387096774193549,0.8108006890869598,0.2145127826855282,0.45,0.5246913580246914,1.0,1.0,0.9998779296875,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,0.1947668130825269,0.5,0.7155080213903744,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0
Quem pode solicitar a reintegração?,0.3673341329152363,0.6666666666666666,0.8333333333333334,0.1508931842312254,0.3773584905660377,0.6251876876876877,0.6572484646088462,0.8648648648648648,0.9637377635542168,0.3673341329152363,0.6666666666666666,0.8333333333333334,0.1053848691590982,0.3389830508474576,0.5659176847004073,0.40188875403207,0.5,0.6428465383283022,0.0,0.196078431372549,0.3308953639259172,1.0,1.0,0.9998779296875,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4,1.0,0.5,1.0,1.0,0.5,0.173611892167624,0.3809523809523809,0.6874474495515696,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4,1.0,0.5,1.0,1.0,1.0
Como deve ser feita a solicitação de reintegração?,0.655435348124928,0.878048780487805,0.9759963768115942,0.0800897590475951,0.3809523809523809,0.408128078817734,0.0643482050765623,0.1525423728813559,0.4423868312757202,0.655435348124928,0.878048780487805,0.9759963768115942,0.0602475252973089,0.3333333333333333,0.3835648148148148,0.8578928092681435,0.9444444444444444,0.943675509419454,0.7252761279126532,0.85,0.8208717004297116,1.0,1.0,0.99991426611797,1.0,1.0,1.0,1.0,1.0,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0361143166161804,0.0989010989010989,0.2980558440059998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Quais documentos devem ser anexados ao pedido de reintegração?,0.4865950774742615,0.7407407407407407,0.8920451575811426,0.3293801932218855,0.7017543859649122,0.8314043209876543,0.0393499250290162,0.1390728476821192,0.2954957356076759,0.4069486468219341,0.6885245901639345,0.9201036866359448,0.2155815794944765,0.5333333333333333,0.8011433960040079,0.3053199188631592,0.5,0.421968977524533,0.1475256903804987,0.3018867924528302,0.2794022092267706,1.0,1.0,0.9999375,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,0.3333333333333333,1.0,0.75,1.0,1.0,0.3333333333333333,1.0,0.0544942958149107,0.1709401709401709,0.4249692118226601,0.6,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0
Qual é o prazo para a coordenação do curso designar um relator para o pedido de reintegração?,0.3615855225145535,0.5333333333333333,0.833643353174603,0.4028016247714586,0.5777777777777777,0.8880284139799711,0.2476268501005586,0.4528301886792453,0.7907677664974619,0.3875738939089708,0.5652173913043479,0.8833545802221817,0.4028016247714586,0.5777777777777777,0.8880284139799711,0.7189085812023328,0.8333333333333334,0.83463687150838,0.5061208977839848,0.8,0.6842672413793103,0.486820218415936,0.7272727272727272,0.6983585731956006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.2476268501005586,0.4528301886792453,0.7907677664974619,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0
Quanto tempo o relator tem para encaminhar seu parecer ao colegiado do curso?,0.6413865258981679,0.8333333333333333,0.9620124691895028,0.6413865258981679,0.8333333333333333,0.9620124691895028,0.3719447442473343,0.6451612903225806,0.9063588552694488,0.1926847964060869,0.4827586206896551,0.8946280991735538,0.6413865258981679,0.8333333333333333,0.9620124691895028,0.5031747626530138,0.75,0.8491228070175437,1.0,1.0,0.9996243425995492,1.0,1.0,0.9996243425995492,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.3333333333333333,0.3719447442473343,0.6451612903225806,0.9063588552694488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
Qual é o prazo para o colegiado do curso deliberar sobre o parecer do relator?,0.2680165156355778,0.6206896551724139,0.7253676470588236,0.2680165156355778,0.6206896551724139,0.7253676470588236,0.1224531508813885,0.3389830508474576,0.538442273979464,0.3156961170682442,0.6666666666666667,0.7947758943113953,0.3156961170682442,0.6666666666666667,0.7947758943113953,1.0,1.0,0.9997724169321802,0.7487402156832422,0.923076923076923,0.9830554061323292,1.0,1.0,0.9997724169321802,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.0819159979996074,0.2631578947368421,0.5710392122384387,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
O que acontece se o pedido de reintegração for deferido?,0.5506716057974674,0.7272727272727273,0.9374196244855968,0.4017164072560703,0.5714285714285715,0.8745874587458746,0.5026147453550859,0.761904761904762,0.8987385803994801,0.5506716057974674,0.7272727272727273,0.9374196244855968,0.3073408476950732,0.5,0.7065976843225978,0.8979542144404234,0.9696969696969696,0.9937930564081576,0.5424340753977054,0.717948717948718,0.8526024789000568,1.0,1.0,0.99991426611797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1689695238602079,0.3137254901960785,0.6748971193415638,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Como o interessado será informado sobre o resultado do pedido?,0.3584898197900096,0.5581395348837209,0.7671048435673032,0.4085639059221913,0.6842105263157895,0.7259908536585366,0.3419664738551679,0.5416666666666666,0.6960594315245479,0.3513874939965221,0.5238095238095238,0.7671048435673032,0.3501826207809193,0.6,0.6559295031365129,0.4216890913810254,0.6818181818181818,0.8053281192716607,0.0,0.4375,0.3646171844533991,1.0,1.0,0.9998779296875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.3699382260470039,0.6222222222222222,0.7600069613644275,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
O que acontece se o pedido de reintegração for negado?,0.6063781774549258,0.7692307692307693,0.9482313337133088,0.6836102833823653,0.8333333333333333,0.9648669711468756,0.6836102833823653,0.8333333333333333,0.9648669711468756,0.6063781774549258,0.7692307692307693,0.9482313337133088,0.6836102833823653,0.8333333333333333,0.9648669711468756,0.7731212403166648,0.8333333333333333,0.9774104683195594,0.0,0.2553191489361702,0.3025448720282521,1.0,1.0,0.9999530428249436,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.6836102833823653,0.8333333333333333,0.9648669711468756,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Quais são os critérios para análise da reintegração?,0.1312155138646134,0.6666666666666667,0.5796973961998593,0.0458051986548586,0.2234636871508379,0.5269571466512523,0.0465419579498985,0.152317880794702,0.332124877579423,0.1312155138646134,0.6666666666666667,0.5796973961998593,0.0299552162381731,0.1505376344086021,0.336893126974225,1.0,1.0,0.999958905235473,1.0,1.0,0.999958905235473,1.0,1.0,0.999958905235473,1.0,0.75,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.3333333333333333,0.0299213955242282,0.1438356164383561,0.3241534709121744,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,0.75,1.0,1.0,1.0
Existe um limite para pedidos de reintegração?,0.506496228518234,0.7272727272727273,0.9248285322359396,0.5164615519906901,0.8,0.9482419127988748,0.3008599739571096,0.5098039215686275,0.7600069613644275,0.4404367393373751,0.7111111111111111,0.9109756097560976,0.3437338013052559,0.7441860465116279,0.9087791495198904,0.0,0.1176470588235294,0.131578947368421,0.1920953415125867,0.5714285714285714,0.6127450980392157,1.0,1.0,0.999851851851852,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,0.3008599739571096,0.5098039215686275,0.7600069613644275,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0
O que ocorre em casos de terceira solicitação de reintegração?,0.1491124104119313,0.3043478260869565,0.6483944288615922,0.3579692129309655,0.6363636363636364,0.8987820934825542,0.0543849763252013,0.2068965517241379,0.4184343434343435,0.0581925721617323,0.2,0.3494990892531877,0.1178070885377636,0.2916666666666667,0.6483944288615922,0.0,0.1428571428571428,0.131578947368421,0.0,0.2857142857142857,0.2530612244897959,1.0,1.0,0.9998177842565598,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0536241599088157,0.2045454545454545,0.4482412060301508,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
É possível obter uma extensão do prazo para conclusão do curso após a reintegração?,1.0,1.0,0.9999271030762502,0.3593041119630842,0.6296296296296297,0.9135921420637788,0.1135235148772189,0.2480620155038759,0.5877425044091712,0.4940911248125205,0.4864864864864864,0.5772074815137016,0.3593041119630842,0.6296296296296297,0.9135921420637788,1.0,1.0,0.9999271030762502,0.1750913103904596,0.3999999999999999,0.4035087719298245,1.0,1.0,0.9999271030762502,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,0.6666666666666666,0.1565308243470218,0.32,0.6272148800783162,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Como é feito o acompanhamento do estudante reintegrado?,0.0,0.3225806451612903,0.4877387152777778,0.0,0.1927710843373493,0.3521932612841703,0.0241757174686781,0.0750853242320819,0.2011268343815513,0.0,0.3018867924528302,0.5199864498644986,0.0,0.1184210526315789,0.4076389197846688,1.0,1.0,0.9998177842565598,0.2769413275131342,0.5454545454545454,0.597565157750343,1.0,1.0,0.9998177842565598,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0252281579958533,0.0565656565656565,0.1911348846717318,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
O estudante pode solicitar a troca de professor orientador?,0.6585998203124325,0.8571428571428571,0.933002336448598,0.1393592035921168,0.4827586206896551,0.3424236840488913,0.2330108749862626,0.4347826086956521,0.6714244521337948,0.6585998203124325,0.8571428571428571,0.933002336448598,0.1681867585161709,0.4067796610169491,0.4873362445414847,1.0,1.0,0.9999460101500918,0.3104934928686099,0.4210526315789473,0.4891015417331206,1.0,1.0,0.9999460101500918,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.2017600364532868,0.4044943820224719,0.4832699619771864,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
O que acontece se a reintegração ocorrer após 25% do andamento do semestre?,0.186282060615521,0.4761904761904761,0.7131612975768821,0.2116508492951693,0.5128205128205128,0.6769230769230768,0.1951844406912932,0.3823529411764706,0.5838034952525113,0.186282060615521,0.4761904761904761,0.7131612975768821,0.1281112806248558,0.2708333333333333,0.5992603550295859,0.6475445426291286,0.8571428571428571,0.906986531986532,0.2829133207148985,0.5217391304347826,0.5253507653061225,1.0,1.0,0.9997724169321802,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.1570159814886365,0.325,0.6478490324644172,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Quais são os principais objetivos da inserção curricular da extensão nos cursos de graduação da UnB?,0.3335422410847301,0.7999999999999999,0.7865740740740742,0.2935398428838851,0.7777777777777778,0.8206831847185864,0.0857797422222194,0.1940700808625337,0.5391471161857154,0.3335422410847301,0.7999999999999999,0.7865740740740742,0.2935398428838851,0.7777777777777778,0.8206831847185864,1.0,1.0,0.9999892832647462,0.0,0.325,0.1800554016620498,1.0,1.0,0.9999892832647462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.2,1.0,1.0,0.3333333333333333,0.0353876667931163,0.1469387755102041,0.2472518314587354,1.0,0.4,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
